architecture,epoch,train_loss,train_accuracy,val_loss,val_accuracy
mobilenet_v3_small,1,0.1698918571472168,0.93125,0.10334221592971257,0.9620634920634921
mobilenet_v3_small,2,0.06213497168570757,0.97875,0.09436107471289616,0.9695238095238096
mobilenet_v3_small,3,0.04340834094583988,0.98475,0.08355269477244408,0.9733333333333334
