architecture,epoch,train_loss,train_accuracy,val_loss,val_accuracy
resnet18,1,0.14280859842896462,0.94925,0.12486901257423655,0.9603174603174603
resnet18,2,0.08394291697442531,0.969,0.09459177712835963,0.9655555555555555
resnet18,3,0.056186676524579524,0.97975,0.09552943297303355,0.9698412698412698
